<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>
GAZP;D;18/06/09;00:00:00;158.7500000
GAZP;D;19/06/09;00:00:00;162.5200000
GAZP;D;22/06/09;00:00:00;150.6000000
GAZP;D;23/06/09;00:00:00;143.3700000
GAZP;D;24/06/09;00:00:00;154.7700000
GAZP;D;25/06/09;00:00:00;148.2500000
GAZP;D;26/06/09;00:00:00;150.7000000
GAZP;D;29/06/09;00:00:00;157.9000000
GAZP;D;30/06/09;00:00:00;155.7900000
GAZP;D;01/07/09;00:00:00;165.9800000
GAZP;D;02/07/09;00:00:00;157.7000000
GAZP;D;03/07/09;00:00:00;154.6900000
GAZP;D;06/07/09;00:00:00;144.5100000
GAZP;D;07/07/09;00:00:00;144.9400000
GAZP;D;08/07/09;00:00:00;139.0300000
GAZP;D;09/07/09;00:00:00;137.6000000
GAZP;D;10/07/09;00:00:00;134.1800000
GAZP;D;13/07/09;00:00:00;134.3000000
GAZP;D;14/07/09;00:00:00;134.9500000
GAZP;D;15/07/09;00:00:00;144.2900000
GAZP;D;16/07/09;00:00:00;146.0800000
GAZP;D;17/07/09;00:00:00;152.8500000
GAZP;D;20/07/09;00:00:00;157.0000000
GAZP;D;21/07/09;00:00:00;160.0700000
GAZP;D;22/07/09;00:00:00;157.5000000
GAZP;D;23/07/09;00:00:00;166.7900000
GAZP;D;24/07/09;00:00:00;162.3800000
GAZP;D;27/07/09;00:00:00;162.8000000
GAZP;D;28/07/09;00:00:00;154.4000000
GAZP;D;29/07/09;00:00:00;152.0200000
GAZP;D;30/07/09;00:00:00;162.7600000
GAZP;D;31/07/09;00:00:00;162.5200000
GAZP;D;03/08/09;00:00:00;169.5700000
GAZP;D;04/08/09;00:00:00;169.9500000
GAZP;D;05/08/09;00:00:00;167.3900000
GAZP;D;06/08/09;00:00:00;169.3600000
GAZP;D;07/08/09;00:00:00;173.8000000
GAZP;D;10/08/09;00:00:00;169.6400000
GAZP;D;11/08/09;00:00:00;164.0200000
GAZP;D;12/08/09;00:00:00;164.7000000
GAZP;D;13/08/09;00:00:00;165.9800000
GAZP;D;14/08/09;00:00:00;160.6600000
GAZP;D;17/08/09;00:00:00;153.3500000
GAZP;D;18/08/09;00:00:00;150.1300000
GAZP;D;19/08/09;00:00:00;151.8500000
GAZP;D;20/08/09;00:00:00;157.8000000
GAZP;D;21/08/09;00:00:00;167.1000000
GAZP;D;24/08/09;00:00:00;169.1000000
